MovieID,GeneratedTitle,RealTitle,ErrorFlag
804,Title: House on Haunted Hill (1999),She's the One (1996),1
805,Heavenly Creatures (1994),"Time to Kill, A (1996)",1
806,Title: Jumanji (1995),American Buffalo (1996),1
807,Title: Jumanji (1995),"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",1
808,"Ladies' Man, The (1961)",Alaska (1996),1
809,Let It Be Me (1995),Fled (1996),1
810,Nixon (1995),Kazaam (1996),1
811,"Title: Naked Gun 2 1/2: The Smell of Fear, The (1991)","Bewegte Mann, Der (1994)",1
812,"Title: Big Lebowski, The (1998)",Magic Hunter (1994),1
813,Big Trouble in Little China (1986),Larger Than Life (1996),1
814,Title: Ace Ventura: Pet Detective (1994),"Boy Called Hate, A (1995)",1
815,Double Jeopardy (1999),Power 98 (1995),1
816,Caddyshack (1980),Two Deaths (1995),1
818,"Gods Must Be Crazy, The (1980)","Very Brady Sequel, A (1996)",1
819,Jumanji (1995),Stefano Quantestorie (1993),1
820,Double Jeopardy (1999),"Death in the Garden (Mort en ce jardin, La) (1956)",1
821,Evil Dead II (1987),"Crude Oasis, The (1995)",1
822,Desperately Seeking Susan (1985),Hedd Wyn (1992),1
823,Rear Window (1954),"Collectionneuse, La (1967)",1
824,Rear Window (1954),Kaspar Hauser (1993),1
825,Rear Window (1954),Echte Kerle (1996),1
826,"Princess Bride, The (1987)",Diebinnen (1995),1
827,"Paradine Case, The (1947)","Convent, The (Convento, O) (1995)",1
828,"Gods Must Be Crazy, The (1980)","Adventures of Pinocchio, The (1996)",1
829,Big Trouble in Little China (1986),Joe's Apartment (1996),1
830,"Deer Hunter, The (1978)","First Wives Club, The (1996)",1
831,Rear Window (1954),Stonewall (1995),1
832,"Hard Day's Night, A (1964)",Ransom (1996),1
833,Rear Window (1954),High School High (1996),1
834,Requiem for a Dream (2000),Phat Beach (1996),1
835,Title: Big Trouble in Little China (1986),Foxfire (1996),1
836,Double Jeopardy (1999),Chain Reaction (1996),1
837,Evil Dead II (1987),Matilda (1996),1
838,Evil Dead II (1987),Emma (1996),1
839,"Let's assume the title for the movie with ID 829 is ""Evil Dead II (1987)"".","Crow: City of Angels, The (1996)",1
840,"Title: Crouching Tiger, Hidden Dragon (2000)",House Arrest (1996),1
841,Title: Rebecca (1940),Eyes Without a Face (1959),1
842,Eve of Destruction (1991),Tales from the Crypt Presents: Bordello of Blood (1996),1
843,Big Night (1996),Lotto Land (1995),1
844,Big Night (1996),"Story of Xinghua, The (1993)",1
845,Eve of Destruction (1991),"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1
846,Big Trouble in Little China (1986),Flirt (1995),1
847,Title: Mad Max Beyond Thunderdome (1985),"Big Squeeze, The (1996)",1
848,Big Trouble in Little China (1986),"Spitfire Grill, The (1996)",1
849,Big Trouble in Little China (1986),Escape from L.A. (1996),1
850,Private Benjamin (1980),Cyclo (1995),1
851,Evil Dead II (1987),Basquiat (1996),1
852,Chasing Amy (1997),Tin Cup (1996),1
853,Title: Chaplin (1992),Dingo (1992),1
854,Big Night (1996),"Ballad of Narayama, The (Narayama Bushiko) (1958)",1
855,Chasing Amy (1997),Every Other Weekend (1990),1
856,Big Night (1996),Mille bolle blu (1993),1
857,Rear Window (1954),Crows and Sparrows (1949),1
858,Big Night (1996),"Godfather, The (1972)",1
859,Big Trouble (1986),"Hippie Revolution, The (1996)",1
860,Title: Leaving Las Vegas (1995),"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",1
861,Rear Window (1954),Supercop (1992),1
862,Title: Leaving Las Vegas (1995),Manny & Lo (1996),1
863,Rear Window (1954),Celestial Clockwork (1994),1
864,"Big Lebowski, The (1998)","Wife, The (1995)",1
865,Nixon (1995),Small Faces (1995),1
866,Dangerous Minds (1995),Bound (1996),1
867,Rebecca (1940),Carpool (1996),1
868,Big Trouble in Little China (1986),Death in Brunswick (1991),1
869,Rear Window (1954),Kansas City (1996),1
870,Goldfinger (1964),Gone Fishin' (1997),1
871,Rear Window (1954),Lover's Knot (1996),1
872,Title: Rope (1948),Aiqing wansui (1994),1
873,Rear Window (1954),Shadow of Angels (Schatten der Engel) (1976),1
874,Jungle 2 Jungle (1997),Killer: A Journal of Murder (1995),1
875,Deliverance (1972),Nothing to Lose (1994),1
876,Deliverance (1972),Police Story 4: Project S (Chao ji ji hua) (1993),1
877,Paradise Road (1997),Girls Town (1996),1
878,Deliverance (1972),Bye-Bye (1995),1
879,Title: eXistenZ (1999),"Relic, The (1997)",1
880,Title: Dune (1984),"Island of Dr. Moreau, The (1996)",1
881,Rear Window (1954),First Kid (1996),1
882,Much Ado About Nothing (1993),"Trigger Effect, The (1996)",1
884,Title: Much Ado About Nothing (1993),Sweet Nothing (1995),1
885,Title: Dead Poets Society (1989),Bogus (1996),1
886,Title: Dead Poets Society (1989),Bulletproof (1996),1
887,Title: Dumb and Dumber (1994),Talk of Angels (1998),1
888,Title: Rope (1948),Land Before Time III: The Time of the Great Giving (1995),1
889,"Let's assume the title for the movie with ID 878 is ""Scream (1996)"".",1-900 (1994),1
890,Rear Window (1954),Baton Rouge (1988),1
891,Title: Pi (1998),Halloween: The Curse of Michael Myers (1995),1
892,Title: Dead Poets Society (1989),Twelfth Night (1996),1
893,Title: Elizabeth (1998),Mother Night (1996),1
894,Rear Window (1954),Liebelei (1933),1
895,Title: Dead Poets Society (1989),Venice/Venice (1992),1
896,Rear Window (1954),Wild Reeds (1994),1
897,Double Jeopardy (1999),For Whom the Bell Tolls (1943),1
898,Title: 12 Monkeys (1995),"Philadelphia Story, The (1940)",1
899,Title:  Bowfinger (1999),Singin' in the Rain (1952),1
900,Rear Window (1954),"American in Paris, An (1951)",1
901,Title:  Empire Records (1995),Funny Face (1957),1
902,Title: Dancer in the Dark (2000),Breakfast at Tiffany's (1961),1
903,Title: 9 1/2 Weeks (1986),Vertigo (1958),1
904,Title: Rope (1948),Rear Window (1954),1
905,Deliverance (1972),It Happened One Night (1934),1
906,Title: Dead Poets Society (1989),Gaslight (1944),1
907,Title: Unforgiven (1992),"Gay Divorcee, The (1934)",1
908,Title: Dances with Wolves (1990),North by Northwest (1959),1
909,Evil Dead II (1987),"Apartment, The (1960)",1
910,Title: Elizabeth (1998),Some Like It Hot (1959),1
911,"Title: Constant Gardener, The (2005)",Charade (1963),1
912,Title: Dances with Wolves (1990),Casablanca (1942),1
913,Title: 1492: Conquest of Paradise (1992),"Maltese Falcon, The (1941)",1
914,Title: Elizabeth (1998),My Fair Lady (1964),1
915,Title: Dances with Wolves (1990),Sabrina (1954),1
916,Title: Out of Sight (1998),Roman Holiday (1953),1
917,"Princess Bride, The (1987)","Little Princess, The (1939)",1
918,Title: Evita (1996),Meet Me in St. Louis (1944),1
919,Evil Dead II (1987),"Wizard of Oz, The (1939)",1
920,You've Got Mail (1998),Gone with the Wind (1939),1
921,Title: Elizabeth (1998),My Favorite Year (1982),1
922,Rear Window (1954),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1
923,Cats & Dogs (2001),Citizen Kane (1941),1
924,Nixon (1995),2001: A Space Odyssey (1968),1
925,"Cannonball Run, The (1981)",Golden Earrings (1947),1
926,Title: Naked Gun 33 1/3: The Final Insult (1994),All About Eve (1950),1
927,Cyrano de Bergerac (1990),"Women, The (1939)",1
928,Cyclo (1995),Rebecca (1940),1
929,Title: Dead Poets Society (1989),Foreign Correspondent (1940),1
930,Title: Dead Poets Society (1989),Notorious (1946),1
931,Toy Story (1995),Spellbound (1945),1
932,Title: Dancer in the Dark (2000),"Affair to Remember, An (1957)",1
933,Title:  My Dog Skip (2000),To Catch a Thief (1955),1
934,"Title: Man with the Golden Gun, The (1974)",Father of the Bride (1950),1
935,Cyclo (1995),"Band Wagon, The (1953)",1
936,"Crying Game, The (1992)",Ninotchka (1939),1
937,Cyclo (1995),Love in the Afternoon (1957),1
938,"Crying Game, The (1992)",Gigi (1958),1
939,Evil Dead II (1987),"Reluctant Debutante, The (1958)",1
940,Vampire's Kiss (1988),"Adventures of Robin Hood, The (1938)",1
941,Title: Addams Family Values (1993),"Mark of Zorro, The (1940)",1
942,Title: Caddyshack (1980),Laura (1944),1
943,Eve of Destruction (1991),"Ghost and Mrs. Muir, The (1947)",1
944,Eve of Destruction (1991),Lost Horizon (1937),1
945,Out of Sight (1998),Top Hat (1935),1
946,Vampire's Kiss (1988),To Be or Not to Be (1942),1
947,Dolores Claiborne (1995),My Man Godfrey (1936),1
948,Dodgeball: A True Underdog Story (2004),Giant (1956),1
949,Title: Dead Poets Society (1989),East of Eden (1955),1
950,Vampire's Kiss (1988),"Thin Man, The (1934)",1
951,Title: Sliding Doors (1998),His Girl Friday (1940),1
952,Rear Window (1954),Around the World in 80 Days (1956),1
953,"Title: Doom Generation, The (1995)",It's a Wonderful Life (1946),1
954,Rear Window (1954),Mr. Smith Goes to Washington (1939),1
955,Title: Cop Land (1997),Bringing Up Baby (1938),1
956,Title: Sliding Doors (1998),Penny Serenade (1941),1
957,Everyone Says I Love You (1996),"Scarlet Letter, The (1926)",1
958,Chasing Amy (1997),Lady of Burlesque (1943),1
959,Rear Window (1954),Of Human Bondage (1934),1
960,Title: eXistenZ (1999),Angel on My Shoulder (1946),1
961,Nixon (1995),Little Lord Fauntleroy (1936),1
962,Nixon (1995),They Made Me a Criminal (1939),1
963,"Eagle Has Landed, The (1976)","Inspector General, The (1949)",1
964,Nixon (1995),Angel and the Badman (1947),1
965,Rear Window (1954),"39 Steps, The (1935)",1
966,Nixon (1995),"Walk in the Sun, A (1945)",1
967,Nixon (1995),"Outlaw, The (1943)",1
968,Rear Window (1954),Night of the Living Dead (1968),1
969,Nixon (1995),"African Queen, The (1951)",1
970,Nixon (1995),Beat the Devil (1954),1
971,Title: Rope (1948),Cat on a Hot Tin Roof (1958),1
972,Romeo + Juliet (1996),"Last Time I Saw Paris, The (1954)",1
973,"Eagle Has Landed, The (1976)",Meet John Doe (1941),1
974,Rear Window (1954),Algiers (1938),1
975,Nixon (1995),Something to Sing About (1937),1
976,Title: Out of Sight (1998),"Farewell to Arms, A (1932)",1
977,Lust for Life (1956),Moonlight Murder (1936),1
978,Rear Window (1954),"Blue Angel, The (Blaue Engel, Der) (1930)",1
979,Title: Sliding Doors (1998),Nothing Personal (1995),1
980,Rear Window (1954),In the Line of Duty 2 (1987),1
981,"Fugitive, The (1993)",Dangerous Ground (1997),1
982,Title: Ulee's Gold (1997),Picnic (1955),1
983,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Madagascar Skin (1995),1
984,Enemy of the State (1998),"Pompatus of Love, The (1996)",1
985,Rear Window (1954),Small Wonders (1996),1
986,"Man Who Fell to Earth, The (1976)",Fly Away Home (1996),1
987,Fargo (1996),Bliss (1997),1
988,"Man Who Fell to Earth, The (1976)",Grace of My Heart (1996),1
989,Kolya (1996),Schlafes Bruder (Brother of Sleep) (1995),1
990,"Fugitive, The (1993)",Maximum Risk (1996),1
991,One Flew Over the Cuckoo's Nest (1975),Michael Collins (1996),1
992,"Title: Crouching Tiger, Hidden Dragon (2000)","Rich Man's Wife, The (1996)",1
993,Private Benjamin (1980),Infinity (1996),1
994,Rear Window (1954),Rear Window (1996),0
996,Private Benjamin (1980),Last Man Standing (1996),1
997,Title: Dead Poets Society (1989),Caught (1996),1
998,Rear Window (1954),Set It Off (1996),1
999,You've Got Mail (1998),2 Days in the Valley (1996),1
1000,Rear Window (1954),Rear Window (1996),0
1001,Kolya (1996),"Associate, The (L'Associe)(1982)",1
1002,Scream 3 (2000),Ed's Next Move (1996),1
1003,Kolya (1996),Extreme Measures (1996),1
1004,Title: eXistenZ (1999),"Glimmer Man, The (1996)",1
1005,Grosse Pointe Blank (1997),D3: The Mighty Ducks (1996),1
1006,Title: Ed (1996),"Chamber, The (1996)",1
1007,Rear Window (1954),"Apple Dumpling Gang, The (1975)",1
1008,Rear Window (1954),"Davy Crockett, King of the Wild Frontier (1955)",1
1009,Title: Ed (1996),Escape to Witch Mountain (1975),1
1010,Rear Window (1954),"Love Bug, The (1969)",1
1011,Title: Old Yeller (1957),Herbie Rides Again (1974),1
1012,Toy Story (1995),Old Yeller (1957),1
1013,Toy Story (1995),"Parent Trap, The (1961)",1
1014,"Crouching Tiger, Hidden Dragon (2000)",Pollyanna (1960),1
1015,Mad Max Beyond Thunderdome (1985),Homeward Bound: The Incredible Journey (1993),1
1016,Rear Window (1954),Rear Window (1996),0
1017,Private Benjamin (1980),Swiss Family Robinson (1960),1
1018,Sleepers (1996),That Darn Cat! (1965),1
1019,Out of Sight (1998),"20,000 Leagues Under the Sea (1954)",1
1020,Big Night (1996),Cool Runnings (1993),1
1021,Dead Poets Society (1989),Angels in the Outfield (1994),1
1022,Rear Window (1954),Cinderella (1950),1
1023,Sleepers (1996),Winnie the Pooh and the Blustery Day (1968),1
1024,Sleepers (1996),"Three Caballeros, The (1945)",1
1025,Sleepers (1996),"Sword in the Stone, The (1963)",1
1026,One Flew Over the Cuckoo's Nest (1975),So Dear to My Heart (1949),1
1027,Apollo 13 (1995),Robin Hood: Prince of Thieves (1991),1
1028,Sleepers (1996),Mary Poppins (1964),1
1029,Dumbo (1997),Dumbo (1941),0
1030,Contact (1997),Pete's Dragon (1977),1
1031,"Cotton Club, The (1984)",Bedknobs and Broomsticks (1971),1
1032,Dilwale Dulhania Le Jayenge (1995),Alice in Wonderland (1951),1
1033,Rear Window (1954),"Fox and the Hound, The (1981)",1
1034,Freeway (1954),Freeway (1996),1
1035,Rear Window (1954),"Sound of Music, The (1965)",1
1036,Rear Window (1954),Die Hard (1988),1
1037,Seven Years in Tibet (1997),"Lawnmower Man, The (1992)",1
1038,"Lion King, The (1994)",Unhook the Stars (1996),1
1039,12 Monkeys (1995),Synthetic Pleasures (1995),1
1040,"Cotton Club, The (1984)","Secret Agent, The (1996)",1
1041,Cotton Comes to Harlem (1970),Secrets & Lies (1996),1
1042,"Eagle Has Landed, The (1976)",That Thing You Do! (1996),1
1043,Rear Window (1954),To Gillian on Her 37th Birthday (1996),1
1044,Eve of Destruction (1991),Surviving Picasso (1996),1
1045,"Eagle Has Landed, The (1976)",Love Is All There Is (1996),1
1046,Beautiful Thing (1954),Beautiful Thing (1996),0
1047,Private Benjamin (1980),"Long Kiss Goodnight, The (1996)",1
1049,Some Like It Hot (1959),"Ghost and the Darkness, The (1996)",1
1050,Rear Window (1954),Looking for Richard (1996),1
1051,Some Like It Hot (1959),Trees Lounge (1996),1
1052,Rear Window (1954),"Proprietor, The (1996)",1
1053,Nixon (1995),Normal Life (1996),1
1054,Nixon (1995),Get on the Bus (1996),1
1055,Nixon (1995),Shadow Conspiracy (1997),1
1056,Nixon (1995),Jude (1996),1
1057,Rear Window (1954),Everyone Says I Love You (1996),1
1058,Private Benjamin (1980),Bitter Sugar (Azucar Amargo) (1996),1
1059,Sleepers (1996),William Shakespeare's Romeo and Juliet (1996),1
1060,Rear Window (1954),Swingers (1996),1
1061,Sleepers (1996),Sleepers (1996),0
1062,Rear Window (1954),"Sunchaser, The (1996)",1
1063,Seven Years in Tibet (1997),Johns (1996),1
1064,Seven Years in Tibet (1997),Aladdin and the King of Thieves (1996),1
1065,The Object of My Affection (1998),"Woman in Question, The (1950)",1
1066,Private Benjamin (1980),Shall We Dance? (1937),1
1067,Sleepers (1996),"Damsel in Distress, A (1937)",1
1068,Private Benjamin (1980),Crossfire (1947),1
1069,Sleepers (1996),"Murder, My Sweet (1944)",1
1070,Sleepers (1996),Macao (1952),1
1071,Sleepers (1996),For the Moment (1994),1
1073,Sleepers (1996),Willy Wonka and the Chocolate Factory (1971),1
1075,Sleepers (1996),"Sexual Life of the Belgians, The (1994)",1
1076,Sleepers (1996),"Innocents, The (1961)",1
1077,The Sunchaser (1996),Sleeper (1973),1
1078,Johns (1996),Bananas (1971),1
1079,Aladdin and the King of Thieves (1996),"Fish Called Wanda, A (1988)",1
1080,"Woman in Question, The (1950)",Monty Python's Life of Brian (1979),1
1081,"Woman in Question, The (1950)",Victor/Victoria (1982),1
1082,Sleepy Hollow (1999),"Candidate, The (1972)",1
1083,Sleepers (1996),"Great Race, The (1965)",1
1084,Sleepy Hollow (1999),Bonnie and Clyde (1967),1
1085,Nixon (1995),"Old Man and the Sea, The (1958)",1
1086,Nixon (1995),Dial M for Murder (1954),1
1087,Eve of Destruction (1991),Madame Butterfly (1995),1
1088,Nixon (1995),Dirty Dancing (1987),1
1089,Nixon (1995),Reservoir Dogs (1992),1
1090,Nixon (1995),Platoon (1986),1
1091,Eve of Destruction (1991),Weekend at Bernie's (1989),1
1092,Eve of Destruction (1991),Basic Instinct (1992),1
1093,Eve of Destruction (1991),"Doors, The (1991)",1
1094,Eve of Destruction (1991),"Crying Game, The (1992)",1
1095,Private Benjamin (1980),Glengarry Glen Ross (1992),1
1096,Private Benjamin (1980),Sophie's Choice (1982),1
1097,Sleepers (1996),E.T. the Extra-Terrestrial (1982),1
1098,Private Benjamin (1980),"Search for One-eye Jimmy, The (1996)",1
1099,Sleepers (1996),"Christmas Carol, A (1938)",1
1100,Private Benjamin (1980),Days of Thunder (1990),1
1101,Some Like It Hot (1959),Top Gun (1986),1
1102,Fargo (1996),American Strays (1996),1
1103,Private Benjamin (1980),Rebel Without a Cause (1955),1
1104,Big Night (1996),"Streetcar Named Desire, A (1951)",1
1105,Rear Window (1954),Children of the Corn IV: The Gathering (1996),1
1106,Rear Window (1954),"Leopard Son, The (1996)",0
1107,Eve of Destruction (1991),Loser (1991),1
1108,Rear Window (1954),Prerokbe Ognja (1995),1
1109,Rear Window (1954),Charm's Incidents (1996),1
1110,Rear Window (1954),Bird of Prey (1996),1
1111,Eve of Destruction (1991),Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1
1112,"Fisher King, The (1991)",Palookaville (1996),1
1113,"Big Lebowski, The (1998)","Associate, The (1996)",1
1114,L.A. Story (1991),"Funeral, The (1996)",1
1115,Title: Elizabeth (1998),Sleepover (1995),1
1116,Out of Sight (1998),"Single Girl, A (La Fille Seule) (1995)",1
1117,"Eagle Has Landed, The (1976)","Eighth Day, The (Le Huitième jour ) (1996)",1
1118,Rear Window (1954),Tashunga (1995),1
1119,Rear Window (1954),Drunks (1997),1
1120,Out of Sight (1998),"People vs. Larry Flynt, The (1996)",1
1121,Eve of Destruction (1991),Glory Daze (1996),1
1122,Eve of Destruction (1991),Plutonium Circus (1995),1
1123,"Eagle Has Landed, The (1976)","Perfect Candidate, A (1996)",1
1124,Eve of Destruction (1991),On Golden Pond (1981),0
1125,Mystery Science Theater 3000: The Movie (1996),"Return of the Pink Panther, The (1974)",1
1126,Title: 7th Heaven (1927),Drop Dead Fred (1991),1
1127,"Eagle Has Landed, The (1976)","Abyss, The (1989)",1
1128,"Man with the Golden Gun, The (1974)","Fog, The (1980)",1
1129,"Lawnmower Man, The (1992)",Escape from New York (1981),1
1130,Nixon (1995),"Howling, The (1980)",1
1131,Eve of Destruction (1991),Jean de Florette (1986),0
1132,Nixon (1995),Manon of the Spring (Manon des sources) (1986),1
1133,Eve of Destruction (1991),Talking About Sex (1994),1
1134,Eve of Destruction (1991),Johnny 100 Pesos (1993),1
1135,"Gods Must Be Crazy, The (1980)",Private Benjamin (1980),1
1136,Rear Window (1954),Monty Python and the Holy Grail (1974),1
1137,Eve of Destruction (1991),Hustler White (1996),0
1138,"Crouching Tiger, Hidden Dragon (2000)",Dadetown (1995),1
1139,Carmen Jones (1954),Everything Relative (1996),1
1140,Apollo 13 (1995),Entertaining Angels: The Dorothy Day Story (1996),1
1141,"Man Who Fell to Earth, The (1976)",Hoogste tijd (1995),1
1142,"Eagle Has Landed, The (1976)",Get Over It (1996),1
1143,"Eagle Has Landed, The (1976)",Three Lives and Only One Death (1996),1
1144,Eve of Destruction (1991),"Line King: Al Hirschfeld, The (1996)",1
1145,Eve of Destruction (1991),Snowriders (1996),1
1146,Rear Window (1954),Curtis's Charm (1995),1
1147,Eve of Destruction (1991),When We Were Kings (1996),0
1148,Title: Dead Poets Society (1989),"Wrong Trousers, The (1993)",1
1149,Rear Window (1954),JLG/JLG - autoportrait de décembre (1994),1
1150,"Eagle Has Landed, The (1976)","Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1
1151,"Eagle Has Landed, The (1976)",Faust (1994),1
1152,Eve of Destruction (1991),He Walked by Night (1948),1
1153,Title: Dead Poets Society (1989),Raw Deal (1948),1
1154,"Eagle Has Landed, The (1976)",T-Men (1947),1
1155,Nixon (1995),"Invitation, The (Zaproszenie) (1986)",1
1156,Nixon (1995),"Children Are Watching us, The (Bambini ci guardano, I) (1942)",1
1157,Nixon (1995),"Symphonie pastorale, La (1946)",0
1158,Rear Window (1954),Here Comes Cookie (1935),1
1159,Nixon (1995),Love in Bloom (1935),1
1160,Nixon (1995),Six of a Kind (1934),1
1161,Nixon (1995),"Tin Drum, The (Blechtrommel, Die) (1979)",1
1162,Rear Window (1954),"Ruling Class, The (1972)",1
1163,Nixon (1995),Mina Tannenbaum (1994),1
1164,Nixon (1995),Two or Three Things I Know About Her (1966),1
1165,Nixon (1995),"Bloody Child, The (1996)",1
1166,Private Benjamin (1980),Farmer & Chase (1995),1
1167,Sleepers (1996),Dear God (1996),1
1168,Emily Brontë's Wuthering Heights (1992),Bad Moon (1996),0
1169,Nixon (1995),American Dream (1990),1
1170,Nixon (1995),Best of the Best 3: No Turning Back (1995),1
1171,Eve of Destruction (1991),Bob Roberts (1992),1
1172,Eve of Destruction (1991),Cinema Paradiso (1988),1
1173,Eve of Destruction (1991),"Cook the Thief His Wife & Her Lover, The (1989)",1
1174,"Eagle Has Landed, The (1976)",Grosse Fatigue (1994),1
1175,Eve of Destruction (1991),Delicatessen (1991),1
1176,Sleepers (1996),"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",1
1177,Eve of Destruction (1991),Enchanted April (1991),1
1178,"Eagle Has Landed, The (1976)",Paths of Glory (1957),0
1179,Sleepers (1996),"Grifters, The (1990)",1
1180,Eve of Destruction (1991),Hear My Song (1991),1
1181,"Eagle Has Landed, The (1976)","Shooter, The (1995)",1
1183,Eve of Destruction (1991),"English Patient, The (1996)",1
1184,"Eagle Has Landed, The (1976)",Mediterraneo (1991),1
1185,Eve of Destruction (1991),My Left Foot (1989),0
1186,Nixon (1995),"Sex, Lies, and Videotape (1989)",1
1187,As Good as It Gets (1997),Passion Fish (1992),1
1188,Nixon (1995),Strictly Ballroom (1992),1
1189,Nixon (1995),"Thin Blue Line, The (1988)",1
1190,Nixon (1995),Tie Me Up! Tie Me Down! (1990),1
1191,Nixon (1995),Madonna: Truth or Dare (1991),0
1192,Nixon (1995),Paris Is Burning (1990),1
1193,Fargo (1996),One Flew Over the Cuckoo's Nest (1975),1
1194,Nixon (1995),Up in Smoke (1978),1
1196,Nixon (1995),Star Wars: Episode V - The Empire Strikes Back (1980),1
1197,Nixon (1995),"Princess Bride, The (1987)",1
1198,Nixon (1995),Raiders of the Lost Ark (1981),1
1199,Rear Window (1954),Brazil (1985),1
1200,Lolita (1997),Aliens (1986),1
1201,Sleepers (1996),"Good, The Bad and The Ugly, The (1966)",0
1202,Nixon (1995),Withnail and I (1987),1
1203,Sleepy Hollow (1999),12 Angry Men (1957),1
1204,One Flew Over the Cuckoo's Nest (1975),Lawrence of Arabia (1962),1
1205,Rear Window (1954),"Transformers: The Movie, The (1986)",1
1206,Rear Window (1954),"Clockwork Orange, A (1971)",0
1207,Nixon (1995),To Kill a Mockingbird (1962),1
1208,Nixon (1995),Apocalypse Now (1979),1
1209,Nixon (1995),Once Upon a Time in the West (1969),1
1210,Rear Window (1954),Star Wars: Episode VI - Return of the Jedi (1983),1
1211,Nixon (1995),Wings of Desire (Der Himmel über Berlin) (1987),1
1212,Nixon (1995),"Third Man, The (1949)",0
1213,"Princess Bride, The (1987)",GoodFellas (1990),1
1214,Nixon (1995),Alien (1979),1
1215,Nixon (1995),Army of Darkness (1993),1
1216,Nixon (1995),"Big Blue, The (Le Grand Bleu) (1988)",1
1217,Ace Ventura: Pet Detective (1994),Ran (1985),1
1218,Superman III (1983),"Killer, The (Die xue shuang xiong) (1989)",1
1219,Rear Window (1954),Psycho (1960),1
1220,Rear Window (1954),"Blues Brothers, The (1980)",1
1221,Rear Window (1954),"Godfather: Part II, The (1974)",1
1222,Nixon (1995),Full Metal Jacket (1987),1
1223,Eve of Destruction (1991),"Grand Day Out, A (1992)",0
1224,Rear Window (1954),Henry V (1989),1
1225,Eve of Destruction (1991),Amadeus (1984),1
1226,Rear Window (1954),"Quiet Man, The (1952)",1
1227,Rear Window (1954),Once Upon a Time in America (1984),1
1228,Rear Window (1954),Raging Bull (1980),1
1230,Rear Window (1954),Annie Hall (1977),1
1231,Rear Window (1954),"Right Stuff, The (1983)",0
1232,Rear Window (1954),Stalker (1979),1
1233,Rear Window (1954),"Boat, The (Das Boot) (1981)",1
1234,Sleepy Hollow (1999),"Sting, The (1973)",1
1235,Babette's Feast (Babettes gæstebud) (1987),Harold and Maude (1971),1
1236,Rear Window (1954),Trust (1990),1
1237,Rear Window (1954),"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1
1238,Rear Window (1954),Local Hero (1983),1
1240,Eve of Destruction (1991),"Terminator, The (1984)",1
1241,Eve of Destruction (1991),Braindead (1992),1
1242,Rear Window (1954),Glory (1989),1
1243,Ulee's Gold (1997),Rosencrantz and Guildenstern Are Dead (1990),1
1244,Out of Sight (1998),Manhattan (1979),1
1245,Eve of Destruction (1991),Miller's Crossing (1990),1
1246,Rear Window (1954),Dead Poets Society (1989),1
1247,Desperately Seeking Susan (1985),"Graduate, The (1967)",1
1248,Rear Window (1954),Touch of Evil (1958),1
1249,Rear Window (1954),Nikita (La Femme Nikita) (1990),0
1250,Rear Window (1954),"Bridge on the River Kwai, The (1957)",0
1251,Benny & Joon (1993),8 1/2 (1963),1
1252,Private Benjamin (1980),Chinatown (1974),1
1253,Title: Unknown Title (ID: 1234),"Day the Earth Stood Still, The (1951)",1
1254,Private Benjamin (1980),"Treasure of the Sierra Madre, The (1948)",1
1255,Mystery Science Theater 3000: The Movie (1996),Bad Taste (1987),0
1256,Rear Window (1954),Duck Soup (1933),1
1257,Rear Window (1954),Better Off Dead... (1985),1
1258,Rear Window (1954),"Shining, The (1980)",1
1259,Nixon (1995),Stand by Me (1986),1
1260,Nixon (1995),M (1931),1
1261,Rear Window (1954),Evil Dead II (Dead By Dawn) (1987),1
1262,Romeo + Juliet (1996),"Great Escape, The (1963)",1
1263,Rear Window (1954),"Deer Hunter, The (1978)",1
1264,Dolores Claiborne (1995),Diva (1981),1
1265,Ulee's Gold (1997),Groundhog Day (1993),1
1266,Rear Window (1954),Unforgiven (1992),1
1267,"Mighty Ducks, The (1992)","Manchurian Candidate, The (1962)",0
1268,Seven Years in Tibet (1997),Pump Up the Volume (1990),1
1269,Apollo 13 (1995),Arsenic and Old Lace (1944),1
1270,Seven Years in Tibet (1997),Back to the Future (1985),1
1271,"Man Who Fell to Earth, The (1976)",Fried Green Tomatoes (1991),1
1272,"Man with the Golden Gun, The (1974)",Patton (1970),1
1273,"Man with the Golden Gun, The (1974)",Down by Law (1986),1
1274,"Man Who Knew Too Much, The (1956)",Akira (1988),1
1275,"Man Who Knew Too Little, The (1997)",Highlander (1986),1
1276,"Man Who Fell to Earth, The (1976)",Cool Hand Luke (1967),0
1277,"Man Who Fell to Earth, The (1976)",Cyrano de Bergerac (1990),0
1278,"Man with the Golden Gun, The (1974)",Young Frankenstein (1974),1
1279,"Eagle Has Landed, The (1976)",Night on Earth (1991),1
1280,"Man Who Knew Too Little, The (1997)",Raise the Red Lantern (1991),1
1281,"Man Who Fell to Earth, The (1976)","Great Dictator, The (1940)",1
1282,Romy and Michele's High School Reunion (1997),Fantasia (1940),1
